participantID,instanceName,seqBall,responseTimeUrn,responseTimeColour,uA_r,uB_r,cB_r,cW_r,cP_r,cG_r,uC_r,uD_r,urns,colours,uA_c,uB_c,cB_c,cW_c,cP_c,cG_c,uC_c,uD_c,uA_s,uB_s,uC_s,uD_s,cB_s,cW_s,cP_s,cG_s,diff_uA,diff_uB,diff_uC,diff_uD,diff_cB,diff_cW,diff_cP,diff_cG,JSD_U_rc,JSD_C_rc,JSD_U_rs,JSD_C_rs,DQ_U_o,DQ_C_o,DQ_U_s,DQ_C_s,EWCC_u,MDCC_u,CC_u,EWCC_c,MDCC_c,CC_c,ACC_u,ACC_c,AEWCC_u,AEWCC_c,AMDCC_u,AMDCC_c
10000,14,1,27.93518,10.86731,10.0,18.0,34.0,66.0,,,29.0,43.0,4,2,15.0,20.0,45.0,55.00000000000001,,,30.0,35.0,15.0,20.0,30.0,35.0,42.0,57.99999999999999,,,5.0,2.0,1.0,8.0,11.0,10.999999999999993,,,0.08388519953189187,0.09567630957149381,0.08388519953189226,0.07004086109520503,0.9161148004681081,0.9043236904285061,0.9161148004681078,0.929959138904795,8.0,6.0,15.0,8.0,4.0,12.0,15.0,12.0,8.0,8.0,6.0,4.0
10000,14,2,52.2526855,8.583252,5.0,15.0,30.0,70.0,,,34.0,46.0,4,2,8.0,15.0,41.0,60.0,,,33.0,45.0,5.0,12.0,30.0,52.0,40.0,60.0,,,3.0,0.0,1.0,1.0,11.0,10.0,,,0.05082518523725745,0.0942737188112817,0.05858306733290413,0.08914767822445263,0.9491748147627426,0.9057262811887183,0.9414169326670959,0.9108523217755473,15.0,10.0,26.0,8.0,4.0,12.0,41.0,24.0,23.0,16.0,16.0,8.0
10000,14,3,30.6184082,8.016357,15.0,20.0,43.0,57.0,,,30.0,35.0,4,2,14.000000000000002,21.0,45.0,55.00000000000001,,,32.0,33.0,9.0,23.0,34.0,35.0,45.0,55.00000000000001,,,0.9999999999999982,1.0,2.0,2.0,2.0,1.999999999999993,,,0.025637816028615083,0.017110687849744854,0.08408510337754005,0.017110687849744854,0.974362183971385,0.9828893121502551,0.91591489662246,0.9828893121502551,15.0,10.0,26.0,8.0,4.0,12.0,67.0,36.0,38.0,24.0,26.0,12.0
1003,15,1,24.862915,27.83789,23.0,30.0,30.0,38.0,32.0,,20.0,27.0,4,3,14.000000000000002,50.0,25.0,50.0,25.0,,7.000000000000001,28.999999999999996,14.000000000000002,50.0,7.000000000000001,28.999999999999996,31.0,38.0,30.0,,8.999999999999998,20.0,13.0,1.9999999999999964,5.0,12.0,7.0,,0.22360700695051625,0.10329774598836997,0.22360700695051625,0.016586882024437272,0.7763929930494837,0.8967022540116301,0.7763929930494837,0.9834131179755627,8.0,6.0,15.0,16.0,8.0,24.0,15.0,24.0,8.0,16.0,6.0,8.0
1003,15,2,47.5644531,16.45996,25.0,20.0,35.0,35.0,30.0,,20.0,35.0,4,3,40.0,20.0,41.0,36.0,22.0,,6.0,34.0,52.0,10.0,13.0,26.0,34.0,35.0,31.0,,15.0,0.0,14.0,1.0,6.0,1.0,8.0,,0.20330985713081612,0.07894133589189627,0.23885104162970175,0.010554756464347382,0.7966901428691839,0.9210586641081038,0.7611489583702983,0.9894452435356527,15.0,10.0,26.0,16.0,8.0,24.0,41.0,48.0,23.0,32.0,16.0,16.0
1003,15,3,23.0787354,14.7758789,15.0,15.0,30.0,40.0,30.0,,15.0,55.0,4,3,18.0,18.0,32.0,36.0,32.0,,18.0,46.0,8.0,13.0,45.0,34.0,32.0,37.0,32.0,,3.0,3.0,3.0,9.0,2.0,4.0,2.0,,0.07649455955585781,0.035001862396436226,0.2880636164111669,0.02940865208785034,0.9235054404441422,0.9649981376035638,0.711936383588833,0.9705913479121496,15.0,10.0,26.0,16.0,8.0,24.0,67.0,72.0,38.0,48.0,26.0,24.0
1005,15,1,73.5,60.7080078,14.0,50.0,30.0,40.0,30.0,,28.0,8.0,4,3,14.000000000000002,50.0,25.0,50.0,25.0,,7.000000000000001,28.999999999999996,14.000000000000002,50.0,7.000000000000001,28.999999999999996,23.0,44.0,33.0,,1.7763568394002505e-15,0.0,21.0,20.999999999999996,5.0,10.0,5.0,,0.30711716827109137,0.0854351026245885,0.30711716827109137,0.06743140568113544,0.6928828317289086,0.9145648973754115,0.6928828317289086,0.9325685943188645,8.0,6.0,15.0,16.0,8.0,24.0,15.0,24.0,8.0,16.0,6.0,8.0
1005,15,2,59.80835,35.291748,15.0,25.0,33.0,45.0,22.0,,20.0,40.0,4,3,40.0,20.0,41.0,36.0,22.0,,6.0,34.0,43.0,22.0,25.0,11.0,28.999999999999996,39.0,32.0,,25.0,5.0,14.0,6.0,8.0,9.0,0.0,,0.2738201176403548,0.0821912455452598,0.34075738912179293,0.09589750788687647,0.7261798823596453,0.9178087544547402,0.659242610878207,0.9041024921131235,15.0,10.0,26.0,16.0,8.0,24.0,41.0,48.0,23.0,32.0,16.0,16.0
1005,15,3,34.9084473,23.375,12.0,24.0,33.0,45.0,22.0,,24.0,40.0,4,3,18.0,18.0,32.0,36.0,32.0,,18.0,46.0,5.0,15.0,43.0,37.0,28.000000000000004,38.0,35.0,,6.0,6.0,6.0,6.0,1.0,9.0,10.0,,0.1098754660790904,0.10191927536723987,0.19594563017235428,0.1196415078248053,0.8901245339209096,0.8980807246327601,0.8040543698276457,0.8803584921751947,15.0,10.0,26.0,16.0,8.0,24.0,67.0,72.0,38.0,48.0,26.0,24.0
1010,15,1,159.7583,65.99902,10.0,55.0,14.0,62.0,24.0,,5.0,30.0,4,3,14.000000000000002,50.0,25.0,50.0,25.0,,7.000000000000001,28.999999999999996,14.000000000000002,50.0,7.000000000000001,28.999999999999996,23.0,53.0,25.0,,4.000000000000002,5.0,2.000000000000001,1.0000000000000036,11.0,12.0,1.0,,0.06740793546811252,0.12674066000791476,0.06740793546811252,0.10258926235769382,0.9325920645318875,0.8732593399920853,0.9325920645318875,0.8974107376423062,8.0,6.0,15.0,16.0,8.0,24.0,15.0,24.0,8.0,16.0,6.0,8.0
1010,15,2,82.05762,29.1176758,15.0,8.0,28.0,42.0,30.0,,25.0,52.0,4,3,40.0,20.0,41.0,36.0,22.0,,6.0,34.0,31.0,24.0,4.0,40.0,32.0,32.0,36.0,,25.0,12.0,19.0,18.0,13.0,6.0,8.0,,0.34714730111344777,0.12274241957284668,0.3435778175570519,0.08843898528896406,0.6528526988865522,0.8772575804271533,0.6564221824429481,0.9115610147110359,15.0,10.0,26.0,16.0,8.0,24.0,41.0,48.0,23.0,32.0,16.0,16.0
1010,15,3,96.54053,15.6918945,13.0,13.0,30.0,40.0,30.0,,13.0,61.0,4,3,18.0,18.0,32.0,36.0,32.0,,18.0,46.0,4.0,4.0,48.0,43.0,31.0,37.0,31.0,,5.0,5.0,5.0,15.0,2.0,4.0,2.0,,0.127959021652324,0.035001862396436226,0.35368452510049025,0.02290097059527829,0.872040978347676,0.9649981376035638,0.6463154748995097,0.9770990294047217,15.0,10.0,26.0,16.0,8.0,24.0,67.0,72.0,38.0,48.0,26.0,24.0
10000,15,1,110.089111,23.0344238,20.0,40.0,38.0,40.0,22.0,,15.0,25.0,4,3,14.000000000000002,50.0,25.0,50.0,25.0,,7.000000000000001,28.999999999999996,14.000000000000002,50.0,7.000000000000001,28.999999999999996,28.000000000000004,43.0,28.000000000000004,,5.999999999999998,10.0,7.999999999999999,3.9999999999999964,13.0,10.0,3.0,,0.14021813512083672,0.12021634695059853,0.14021813512083672,0.09222475809502297,0.8597818648791633,0.8797836530494014,0.8597818648791633,0.907775241904977,8.0,6.0,15.0,16.0,8.0,24.0,15.0,24.0,8.0,16.0,6.0,8.0
10000,15,2,39.8688965,15.8000488,29.0,18.0,39.0,33.0,28.0,,14.0,39.0,4,3,40.0,20.0,41.0,36.0,22.0,,6.0,34.0,49.0,14.000000000000002,11.0,26.0,37.0,35.0,28.000000000000004,,11.0,2.0,8.0,5.0,2.0,3.0,6.0,,0.14085034441983404,0.05703235236673066,0.17679084271749831,0.020050981156299597,0.859149655580166,0.9429676476332693,0.8232091572825017,0.9799490188437004,15.0,10.0,26.0,16.0,8.0,24.0,41.0,48.0,23.0,32.0,16.0,16.0
10000,15,3,8.500488,12.0014648,25.0,25.0,31.0,33.0,36.0,,25.0,25.0,4,3,18.0,18.0,32.0,36.0,32.0,,18.0,46.0,10.0,13.0,35.0,42.0,33.0,35.0,33.0,,7.0,7.0,7.0,21.0,1.0,3.0,4.0,,0.1874195853236379,0.0371076650745576,0.24418528836572165,0.029763340431069412,0.8125804146763621,0.9628923349254424,0.7558147116342784,0.9702366595689306,15.0,10.0,26.0,16.0,8.0,24.0,67.0,72.0,38.0,48.0,26.0,24.0
1003,16,1,45.28418,38.0279541,30.0,20.0,40.0,30.0,30.0,,23.0,27.0,4,3,54.0,8.0,49.0,27.0,24.0,,15.0,23.0,54.0,8.0,15.0,23.0,36.0,33.0,31.0,,24.0,12.0,8.0,4.0,9.0,3.0,6.0,,0.22697709161248913,0.07916669720107133,0.22697709161248913,0.03652720569709938,0.7730229083875109,0.9208333027989286,0.7730229083875109,0.9634727943029007,8.0,6.0,15.0,16.0,8.0,24.0,15.0,24.0,8.0,16.0,6.0,8.0
1003,16,2,25.6766357,98.1311,23.0,20.0,43.0,14.0,43.0,,30.0,27.0,4,3,22.0,6.0,33.0,24.0,43.0,,44.0,28.000000000000004,10.0,13.0,52.0,26.0,32.0,32.0,35.0,,1.0,14.0,14.0,1.0000000000000036,10.0,10.0,0.0,,0.1960639137988797,0.11984829545230573,0.2138818767717013,0.18719419429723644,0.8039360862011203,0.8801517045476943,0.7861181232282987,0.8128058057027636,15.0,10.0,26.0,16.0,8.0,24.0,41.0,48.0,23.0,32.0,16.0,16.0
1003,16,3,63.571167,40.5222168,15.0,10.0,25.0,15.0,60.0,,55.0,20.0,4,3,5.0,3.0,24.0,18.0,56.99999999999999,,72.0,20.0,6.0,11.0,59.0,23.0,28.999999999999996,24.0,48.0,,10.0,7.0,17.0,0.0,1.0,3.0,3.000000000000007,,0.2035843652353729,0.03639314421178513,0.12600680379517792,0.11560632210308452,0.7964156347646271,0.9636068557882149,0.8739931962048221,0.8843936778969155,15.0,10.0,26.0,16.0,8.0,24.0,67.0,72.0,38.0,48.0,26.0,24.0
1005,16,1,97.22485,12.8833008,58.0,7.0,67.0,22.0,11.0,,14.0,21.0,4,3,54.0,8.0,49.0,27.0,24.0,,15.0,23.0,54.0,8.0,15.0,23.0,50.0,26.0,23.0,,4.0,1.0,1.0,2.0,18.0,5.0,13.0,,0.03476174016854454,0.1726206929013838,0.03476174016854454,0.16080324850834046,0.9652382598314555,0.8273793070986162,0.9652382598314555,0.8391967514916595,8.0,6.0,15.0,16.0,8.0,24.0,15.0,24.0,8.0,16.0,6.0,8.0
1005,16,2,25.416748,16.1750488,17.0,17.0,33.0,45.0,22.0,,17.0,49.0,4,3,22.0,6.0,33.0,24.0,43.0,,44.0,28.000000000000004,25.0,6.0,42.0,27.0,32.0,37.0,32.0,,5.0,11.0,27.0,20.999999999999996,0.0,21.0,21.0,,0.29605264876058396,0.219855339368989,0.29672524032468817,0.09761591766810436,0.7039473512394161,0.780144660631011,0.7032747596753118,0.9023840823318956,15.0,10.0,26.0,16.0,8.0,24.0,41.0,48.0,23.0,32.0,16.0,16.0
1005,16,3,23.2333984,21.4250488,12.0,12.0,23.0,30.0,47.0,,12.0,64.0,4,3,5.0,3.0,24.0,18.0,56.99999999999999,,72.0,20.0,5.0,11.0,38.0,46.0,31.0,38.0,31.0,,7.0,9.0,60.0,44.0,1.0,12.0,9.999999999999993,,0.5389656099508592,0.12060108776136014,0.2697773390026642,0.14005292299971045,0.4610343900491408,0.8793989122386399,0.7302226609973358,0.8599470770002895,15.0,10.0,26.0,16.0,8.0,24.0,67.0,72.0,38.0,48.0,26.0,24.0
1010,16,1,110.5332,22.8916016,40.0,11.0,40.0,30.0,30.0,,22.0,27.0,4,3,54.0,8.0,49.0,27.0,24.0,,15.0,23.0,54.0,8.0,15.0,23.0,42.0,28.999999999999996,30.0,,14.0,3.0,7.0,4.0,9.0,3.0,6.0,,0.12338922114739057,0.07916669720107133,0.12338922114739057,0.014766883418294078,0.8766107788526094,0.9208333027989286,0.8766107788526094,0.9852331165817059,8.0,6.0,15.0,16.0,8.0,24.0,15.0,24.0,8.0,16.0,6.0,8.0
1010,16,2,59.449707,43.09961,36.0,8.0,33.0,33.0,34.0,,29.0,27.0,4,3,22.0,6.0,33.0,24.0,43.0,,44.0,28.000000000000004,13.0,7.000000000000001,52.0,27.0,40.0,27.0,34.0,,14.0,2.0,15.0,1.0000000000000036,0.0,9.0,9.0,,0.15686088506595233,0.09460265773065706,0.25487698319123603,0.06746608189831056,0.8431391149340477,0.905397342269343,0.7451230168087639,0.9325339181016894,15.0,10.0,26.0,16.0,8.0,24.0,41.0,48.0,23.0,32.0,16.0,16.0
1010,16,3,167.759277,12.6157227,10.0,10.0,30.0,40.0,30.0,,25.0,55.0,4,3,5.0,3.0,24.0,18.0,56.99999999999999,,72.0,20.0,11.0,5.0,60.0,24.0,30.0,34.0,37.0,,5.0,7.0,47.0,35.0,6.0,22.0,26.999999999999993,,0.40917855585832724,0.25359098818348563,0.32393472667390927,0.06602741776020174,0.5908214441416728,0.7464090118165143,0.6760652733260908,0.9339725822397983,15.0,10.0,26.0,16.0,8.0,24.0,67.0,72.0,38.0,48.0,26.0,24.0
10000,16,1,255.998535,23.201416,33.0,19.0,39.0,33.0,28.0,,21.0,27.0,4,3,54.0,8.0,49.0,27.0,24.0,,15.0,23.0,54.0,8.0,15.0,23.0,37.0,33.0,30.0,,21.0,11.0,6.0,4.0,10.0,6.0,4.0,,0.19971617277249473,0.0859415996333001,0.19971617277249473,0.02094373541845084,0.8002838272275052,0.9140584003666999,0.8002838272275052,0.9790562645815492,8.0,6.0,15.0,16.0,8.0,24.0,15.0,24.0,8.0,16.0,6.0,8.0
10000,16,2,21.8669434,15.1186523,23.0,7.0,39.0,33.0,28.0,,40.0,30.0,4,3,22.0,6.0,33.0,24.0,43.0,,44.0,28.000000000000004,11.0,13.0,49.0,27.0,34.0,26.0,41.0,,1.0,1.0,4.0,1.9999999999999964,6.0,9.0,15.0,,0.035971089640252314,0.13589967447215048,0.1614335080568689,0.11421230388965917,0.9640289103597477,0.8641003255278495,0.838566491943131,0.8857876961103408,15.0,10.0,26.0,16.0,8.0,24.0,41.0,48.0,23.0,32.0,16.0,16.0
10000,16,3,26.05249,26.1682129,10.0,15.0,40.0,10.0,50.0,,43.0,32.0,4,3,5.0,3.0,24.0,18.0,56.99999999999999,,72.0,20.0,6.0,3.0,69.0,22.0,27.0,30.0,44.0,,5.0,12.0,29.0,12.0,16.0,8.0,6.999999999999993,,0.2727039067501262,0.1571663712462133,0.25264642839505613,0.219210764485886,0.7272960932498738,0.8428336287537868,0.7473535716049439,0.7807892355141139,15.0,10.0,26.0,16.0,8.0,24.0,67.0,72.0,38.0,48.0,26.0,24.0
1003,17,1,26.9562988,51.2197266,18.0,20.0,20.0,20.0,30.0,30.0,30.0,32.0,4,4,10.0,20.0,20.0,22.0,28.000000000000004,30.0,30.0,40.0,10.0,20.0,30.0,40.0,22.0,23.0,27.0,28.000000000000004,8.0,0.0,0.0,8.0,0.0,2.0,1.9999999999999964,0.0,0.10757594640230546,0.024339650729737938,0.10757594640230546,0.04379131042092604,0.8924240535976945,0.975660349270262,0.8924240535976945,0.956208689579074,8.0,6.0,15.0,24.0,12.0,36.0,15.0,36.0,8.0,24.0,6.0,12.0
1003,17,2,55.5551758,41.44165,15.0,35.0,20.0,30.0,20.0,30.0,15.0,35.0,4,4,14.000000000000002,36.0,23.0,27.0,23.0,27.0,14.000000000000002,36.0,24.0,35.0,13.0,28.000000000000004,23.0,27.0,23.0,27.0,0.9999999999999982,1.0,0.9999999999999982,1.0,3.0,3.0,3.0,3.0,0.01871874579112713,0.05148320640240412,0.10433403323817428,0.05148320640240412,0.9812812542088729,0.9485167935975959,0.8956659667618257,0.9485167935975959,15.0,10.0,26.0,24.0,12.0,36.0,41.0,72.0,23.0,48.0,16.0,24.0
1003,17,3,45.7243652,56.32837,10.0,35.0,13.0,30.0,20.0,37.0,10.0,45.0,4,4,5.0,27.0,18.0,24.0,26.0,32.0,15.0,53.0,6.0,26.0,17.0,52.0,21.0,27.0,23.0,28.999999999999996,5.0,8.0,5.0,8.0,5.0,6.0,6.0,5.0,0.12589883316996378,0.09731148724352168,0.1295956517230665,0.10809507794383362,0.8741011668300362,0.9026885127564783,0.8704043482769335,0.8919049220561663,15.0,10.0,26.0,24.0,12.0,36.0,67.0,108.0,38.0,72.0,26.0,36.0
1005,17,1,14.5415039,30.29187,10.0,20.0,10.0,20.0,30.0,40.0,30.0,40.0,4,4,10.0,20.0,20.0,22.0,28.000000000000004,30.0,30.0,40.0,10.0,20.0,30.0,40.0,20.0,22.0,28.000000000000004,30.0,0.0,0.0,0.0,0.0,10.0,2.0,1.9999999999999964,10.0,0.0,0.13423187355276034,0.0,0.13423187355276034,1.0,0.8657681264472397,1.0,0.8657681264472397,8.0,6.0,15.0,24.0,12.0,36.0,15.0,36.0,8.0,24.0,6.0,12.0
1005,17,2,21.7332764,79.74158,30.0,39.0,16.0,18.0,28.0,38.0,10.0,21.0,4,4,14.000000000000002,36.0,23.0,27.0,23.0,27.0,14.000000000000002,36.0,14.000000000000002,36.0,14.000000000000002,36.0,28.000000000000004,30.0,20.0,22.0,15.999999999999998,3.0,4.000000000000002,15.0,7.0,9.0,5.0,11.0,0.19679513866760118,0.1400345009635451,0.19679513866760118,0.2080831507148508,0.8032048613323988,0.8599654990364549,0.8032048613323988,0.7919168492851492,15.0,10.0,26.0,24.0,12.0,36.0,41.0,72.0,23.0,48.0,16.0,24.0
1005,17,3,46.94165,17.916748,8.0,23.0,10.0,20.0,30.0,40.0,27.0,42.0,4,4,5.0,27.0,18.0,24.0,26.0,32.0,15.0,53.0,14.000000000000002,35.0,14.000000000000002,38.0,20.0,23.0,27.0,30.0,3.0,4.0,12.0,11.0,8.0,4.0,4.0,8.0,0.14428833962836835,0.117971658642709,0.1751330984411939,0.13693442792291088,0.8557116603716317,0.882028341357291,0.8248669015588062,0.8630655720770891,15.0,10.0,26.0,24.0,12.0,36.0,67.0,108.0,38.0,72.0,26.0,36.0
1010,17,1,81.84119,98.83325,10.0,20.0,12.0,23.0,28.0,37.0,30.0,40.0,4,4,10.0,20.0,20.0,22.0,28.000000000000004,30.0,30.0,40.0,10.0,20.0,30.0,40.0,20.0,22.0,28.000000000000004,30.0,0.0,0.0,0.0,0.0,8.0,1.0,3.552713678800501e-15,7.0,0.0,0.10006647307548977,0.0,0.10006647307548977,1.0,0.8999335269245102,1.0,0.8999335269245102,8.0,6.0,15.0,24.0,12.0,36.0,15.0,36.0,8.0,24.0,6.0,12.0
1010,17,2,62.3830566,89.63379,14.0,28.0,15.0,25.0,25.0,35.0,22.0,36.0,4,4,14.000000000000002,36.0,23.0,27.0,23.0,27.0,14.000000000000002,36.0,14.000000000000002,36.0,14.000000000000002,36.0,22.0,25.0,25.0,28.000000000000004,1.7763568394002505e-15,8.0,7.999999999999998,0.0,8.0,2.0,2.0,8.0,0.10040922110144868,0.10213635441391417,0.10040922110144868,0.08727222485044062,0.8995907788985513,0.8978636455860858,0.8995907788985513,0.9127277751495594,15.0,10.0,26.0,24.0,12.0,36.0,41.0,72.0,23.0,48.0,16.0,24.0
1010,17,3,53.3742676,56.3833,10.0,25.0,12.0,22.0,28.0,38.0,25.0,40.0,4,4,5.0,27.0,18.0,24.0,26.0,32.0,15.0,53.0,5.0,20.0,24.0,51.0,21.0,24.0,27.0,30.0,5.0,2.0,10.0,13.0,6.0,2.0,2.0,6.0,0.14864122553864675,0.08243505056188938,0.11409132689325545,0.1120611030217278,0.8513587744613532,0.9175649494381106,0.8859086731067446,0.8879388969782722,15.0,10.0,26.0,24.0,12.0,36.0,67.0,108.0,38.0,72.0,26.0,36.0
10000,17,1,40.9677734,14.6855469,20.0,20.0,20.0,20.0,20.0,40.0,20.0,40.0,4,4,10.0,20.0,20.0,22.0,28.000000000000004,30.0,30.0,40.0,10.0,20.0,30.0,40.0,22.0,24.0,26.0,28.000000000000004,10.0,0.0,10.0,0.0,0.0,2.0,8.000000000000004,10.0,0.13970675101139313,0.1017117473403865,0.13970675101139313,0.11029799284101104,0.8602932489886068,0.8982882526596135,0.8602932489886068,0.889702007158989,8.0,6.0,15.0,24.0,12.0,36.0,15.0,36.0,8.0,24.0,6.0,12.0
10000,17,2,14.3007813,14.4003906,20.0,20.0,20.0,20.0,20.0,40.0,20.0,40.0,4,4,14.000000000000002,36.0,23.0,27.0,23.0,27.0,14.000000000000002,36.0,25.0,33.0,8.0,33.0,22.0,24.0,26.0,28.000000000000004,5.999999999999998,16.0,5.999999999999998,4.0,3.0,7.0,3.0,13.0,0.15861127873253889,0.12016996068664554,0.1881030100506701,0.11029799284101104,0.8413887212674611,0.8798300393133545,0.8118969899493299,0.889702007158989,15.0,10.0,26.0,24.0,12.0,36.0,41.0,72.0,23.0,48.0,16.0,24.0
10000,17,3,19.7348633,15.91748,20.0,20.0,20.0,20.0,20.0,40.0,20.0,40.0,4,4,5.0,27.0,18.0,24.0,26.0,32.0,15.0,53.0,7.000000000000001,14.000000000000002,21.0,56.99999999999999,22.0,24.0,26.0,28.000000000000004,15.0,7.0,5.0,13.0,2.0,4.0,6.0,8.0,0.21838955730787857,0.08795752924871157,0.1961140107505151,0.11029799284101104,0.7816104426921214,0.9120424707512884,0.803885989249485,0.889702007158989,15.0,10.0,26.0,24.0,12.0,36.0,67.0,108.0,38.0,72.0,26.0,36.0
1003,18,1,33.0386047,119.78067,20.0,20.0,20.0,23.0,27.0,30.0,20.0,40.0,4,4,10.0,20.0,20.0,22.0,28.000000000000004,30.0,30.0,40.0,10.0,20.0,30.0,40.0,22.0,24.0,26.0,28.000000000000004,10.0,0.0,10.0,0.0,0.0,1.0,1.0000000000000036,0.0,0.13970675101139313,0.012072157360381412,0.13970675101139313,0.02715178037732564,0.8602932489886068,0.9879278426396186,0.8602932489886068,0.9728482196226743,8.0,6.0,15.0,24.0,12.0,36.0,15.0,36.0,8.0,24.0,6.0,12.0
1003,18,2,46.57788,281.428528,18.0,18.0,15.0,15.0,35.0,35.0,24.0,40.0,4,4,7.000000000000001,7.000000000000001,18.0,18.0,32.0,32.0,43.0,43.0,15.0,8.0,31.0,46.0,21.0,23.0,27.0,28.999999999999996,11.0,11.0,19.0,3.0,3.0,3.0,3.0,3.0,0.2371308038479041,0.05421557466849592,0.14125909954291296,0.12453542733728347,0.7628691961520959,0.9457844253315041,0.8587409004570871,0.8754645726627165,15.0,10.0,26.0,24.0,12.0,36.0,41.0,72.0,23.0,48.0,16.0,24.0
1003,18,3,31.4777832,78.27136,10.0,10.0,15.0,15.0,35.0,35.0,40.0,40.0,4,4,4.0,2.0,17.0,15.0,34.0,33.0,53.0,40.0,13.0,7.000000000000001,36.0,44.0,19.0,19.0,31.0,31.0,6.0,8.0,13.0,0.0,2.0,0.0,1.0,2.0,0.19327520403128964,0.02647538233676148,0.06915033352206401,0.07177913516150818,0.8067247959687104,0.9735246176632385,0.930849666477936,0.9282208648384919,15.0,10.0,26.0,24.0,12.0,36.0,67.0,108.0,38.0,72.0,26.0,36.0
1005,18,1,19.0999756,78.45825,10.0,20.0,10.0,20.0,30.0,40.0,30.0,40.0,4,4,10.0,20.0,20.0,22.0,28.000000000000004,30.0,30.0,40.0,10.0,20.0,30.0,40.0,20.0,22.0,28.000000000000004,30.0,0.0,0.0,0.0,0.0,10.0,2.0,1.9999999999999964,10.0,0.0,0.13423187355276034,0.0,0.13423187355276034,1.0,0.8657681264472397,1.0,0.8657681264472397,8.0,6.0,15.0,24.0,12.0,36.0,15.0,36.0,8.0,24.0,6.0,12.0
1005,18,2,56.7666,53.5916748,19.0,9.0,10.0,10.0,40.0,40.0,40.0,32.0,4,4,7.000000000000001,7.000000000000001,18.0,18.0,32.0,32.0,43.0,43.0,7.000000000000001,7.000000000000001,43.0,43.0,22.0,20.0,30.0,28.999999999999996,12.0,1.9999999999999991,3.0,11.0,8.0,8.0,8.0,8.0,0.16699853467075843,0.15213536238726152,0.16699853467075843,0.2005171809160352,0.8330014653292416,0.8478646376127384,0.8330014653292416,0.7994828190839648,15.0,10.0,26.0,24.0,12.0,36.0,41.0,72.0,23.0,48.0,16.0,24.0
1005,18,3,23.9748535,57.2666,13.0,7.0,8.0,8.0,44.0,40.0,44.0,36.0,4,4,4.0,2.0,17.0,15.0,34.0,33.0,53.0,40.0,13.0,3.0,53.0,32.0,20.0,18.0,32.0,30.0,9.0,5.0,9.0,4.0,9.0,7.0,10.0,7.0,0.18070018817431746,0.1640959682307785,0.09864329362808967,0.21314750890355896,0.8192998118256826,0.8359040317692215,0.9013567063719103,0.7868524910964411,15.0,10.0,26.0,24.0,12.0,36.0,67.0,108.0,38.0,72.0,26.0,36.0
1010,18,1,25.7092285,103.782471,10.0,20.0,20.0,25.0,25.0,30.0,30.0,40.0,4,4,10.0,20.0,20.0,22.0,28.000000000000004,30.0,30.0,40.0,10.0,20.0,30.0,40.0,20.0,22.0,28.000000000000004,30.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0000000000000036,0.0,0.0,0.03610974907633482,0.0,0.03610974907633482,1.0,0.9638902509236652,1.0,0.9638902509236652,8.0,6.0,15.0,24.0,12.0,36.0,15.0,36.0,8.0,24.0,6.0,12.0
1010,18,2,78.39087,130.132813,8.0,13.0,16.0,16.0,30.0,38.0,35.0,44.0,4,4,7.000000000000001,7.000000000000001,18.0,18.0,32.0,32.0,43.0,43.0,7.000000000000001,7.000000000000001,43.0,43.0,19.0,20.0,30.0,32.0,0.9999999999999991,5.999999999999999,8.0,1.0,2.0,2.0,2.0,6.0,0.0991960916610684,0.05421290417779088,0.0991960916610684,0.06597366420456927,0.9008039083389316,0.9457870958222091,0.9008039083389316,0.9340263357954307,15.0,10.0,26.0,24.0,12.0,36.0,41.0,72.0,23.0,48.0,16.0,24.0
1010,18,3,34.8510742,74.05029,12.0,8.0,15.0,15.0,35.0,35.0,40.0,40.0,4,4,4.0,2.0,17.0,15.0,34.0,33.0,53.0,40.0,5.0,4.0,47.0,44.0,19.0,19.0,31.0,31.0,8.0,6.0,13.0,0.0,2.0,0.0,1.0,2.0,0.18911402327329804,0.02647538233676148,0.13540567493286307,0.07177913516150818,0.8108859767267019,0.9735246176632385,0.864594325067137,0.9282208648384919,15.0,10.0,26.0,24.0,12.0,36.0,67.0,108.0,38.0,72.0,26.0,36.0
10000,18,1,18.20105,51.8530273,10.0,20.0,20.0,23.0,27.0,30.0,30.0,40.0,4,4,10.0,20.0,20.0,22.0,28.000000000000004,30.0,30.0,40.0,10.0,20.0,30.0,40.0,20.0,22.0,28.000000000000004,30.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0000000000000036,0.0,0.0,0.012072157360381412,0.0,0.012072157360381412,1.0,0.9879278426396186,1.0,0.9879278426396186,8.0,6.0,15.0,24.0,12.0,36.0,15.0,36.0,8.0,24.0,6.0,12.0
10000,18,2,16.7843018,45.7351074,20.0,20.0,15.0,15.0,30.0,40.0,30.0,30.0,4,4,7.000000000000001,7.000000000000001,18.0,18.0,32.0,32.0,43.0,43.0,7.000000000000001,7.000000000000001,43.0,43.0,23.0,23.0,27.0,27.0,13.0,13.0,13.0,13.0,3.0,3.0,2.0,8.0,0.252725014906347,0.07358927769852688,0.252725014906347,0.14820824939391805,0.747274985093653,0.9264107223014731,0.747274985093653,0.8517917506060819,15.0,10.0,26.0,24.0,12.0,36.0,41.0,72.0,23.0,48.0,16.0,24.0
