participantID,instanceName,seqBall,responseTimeUrn,responseTimeColour,age,sex,probSubject,bayesFamaliar,bayesInExp,uA_r,uB_r,cB_r,cW_r,cP_r,cG_r,uC_r,uD_r,urns,colours,uA_c,uB_c,cB_c,cW_c,cP_c,cG_c,uC_c,uD_c,uA_s,uB_s,uC_s,uD_s,cB_s,cW_s,cP_s,cG_s,diff_uA,diff_uB,diff_uC,diff_uD,diff_cB,diff_cW,diff_cP,diff_cG,JSD_U_rc,JSD_C_rc,JSD_U_rs,JSD_C_rs,DQ_U_o,DQ_C_o,DQ_U_s,DQ_C_s,EWCC_u,MDCC_u,CC_u,EWCC_c,MDCC_c,CC_c,ACC_u,ACC_c,AEWCC_u,AEWCC_c,AMDCC_u,AMDCC_c,DV_seqBall_1,DV_seqBall_2,DV_seqBall_3
5,5,1,13.550293,46.8330078,22,Male,Yes,No,Never,45.0,55.0,20.0,33.0,27.0,20.0,,,2,4,40.0,60.0,22.0,24.0,26.0,28.000000000000004,,,40.0,60.0,,,24.0,25.0,26.0,27.0,5.0,5.0,,,2.0,9.0,1.0,8.000000000000004,0.042962057701503034,0.10193163686470033,0.042962057701503034,0.09480163613556485,0.9570379422984969,0.8980683631352997,0.9570379422984969,0.9051983638644352,3.0,2.0,5.0,12.0,6.0,18.0,5.0,18.0,3.0,12.0,2.0,6.0,1,0,0
5,5,2,16.5834961,45.71631,22,Male,Yes,No,Never,20.0,80.0,8.0,22.0,32.0,38.0,,,2,4,14.000000000000002,86.0,14.000000000000002,21.0,28.999999999999996,36.0,,,17.0,83.0,,,16.0,22.0,28.000000000000004,34.0,5.999999999999998,6.0,,,6.000000000000002,1.0,3.0000000000000036,2.0,0.06798033156075615,0.08239290347387158,0.03282429921948109,0.10755891579305149,0.9320196684392439,0.9176070965261284,0.967175700780519,0.8924410842069486,6.0,4.0,10.0,12.0,6.0,18.0,15.0,36.0,9.0,24.0,6.0,12.0,0,1,0
5,5,3,7.533203,35.5,22,Male,Yes,No,Never,10.0,90.0,10.0,25.0,40.0,25.0,,,2,4,4.0,96.0,11.0,20.0,30.0,39.0,,,6.0,94.0,,,13.0,21.0,28.999999999999996,37.0,6.0,6.0,,,1.0,5.0,10.0,14.0,0.10138914914513926,0.13596069175331787,0.0629200590463351,0.13211143222010416,0.8986108508548607,0.8640393082466822,0.9370799409536649,0.8678885677798959,6.0,4.0,10.0,12.0,6.0,18.0,25.0,54.0,15.0,36.0,10.0,18.0,0,0,1
6,5,1,10.5664063,44.9648438,32,Male,No,No,Not Applicable,55.0,45.0,35.0,30.0,20.0,15.0,,,2,4,40.0,60.0,22.0,24.0,26.0,28.000000000000004,,,40.0,60.0,,,27.0,26.0,25.0,24.0,15.0,15.0,,,13.0,6.0,6.0,13.000000000000004,0.1278020141530312,0.17443652219050357,0.1278020141530312,0.11884298359962925,0.8721979858469688,0.8255634778094965,0.8721979858469688,0.8811570164003708,3.0,2.0,5.0,12.0,6.0,18.0,5.0,18.0,3.0,12.0,2.0,6.0,1,0,0
6,5,2,11.2832031,45.331543,32,Male,No,No,Not Applicable,40.0,60.0,10.0,25.0,30.0,35.0,,,2,4,14.000000000000002,86.0,14.000000000000002,21.0,28.999999999999996,36.0,,,23.0,77.0,,,22.0,24.0,26.0,28.000000000000004,26.0,26.0,,,4.000000000000002,4.0,1.0000000000000036,1.0,0.252725014906347,0.061512497073480304,0.15614124389054626,0.14335239959301238,0.747274985093653,0.9384875029265197,0.8438587561094537,0.8566476004069876,6.0,4.0,10.0,12.0,6.0,18.0,15.0,36.0,9.0,24.0,6.0,12.0,0,1,0
6,5,3,17.9663086,14.7661133,32,Male,No,No,Not Applicable,25.0,75.0,10.0,20.0,35.0,35.0,,,2,4,4.0,96.0,11.0,20.0,30.0,39.0,,,14.000000000000002,86.0,,,18.0,23.0,27.0,33.0,21.0,21.0,,,1.0,0.0,5.0,4.0,0.2653297730806143,0.048379828553282773,0.11855885527165515,0.11393676894409842,0.7346702269193857,0.9516201714467172,0.8814411447283449,0.8860632310559016,6.0,4.0,10.0,12.0,6.0,18.0,25.0,54.0,15.0,36.0,10.0,18.0,0,0,1
7,5,1,183.193359,296.172852,32,Female,No,No,Never,45.0,55.0,27.0,27.0,19.0,27.0,,,2,4,40.0,60.0,22.0,24.0,26.0,28.000000000000004,,,40.0,60.0,,,24.0,25.0,26.0,27.0,5.0,5.0,,,5.0,3.0,7.0,1.0000000000000036,0.042962057701503034,0.0805552036306647,0.042962057701503034,0.068852983099254,0.9570379422984969,0.9194447963693353,0.9570379422984969,0.931147016900746,3.0,2.0,5.0,12.0,6.0,18.0,5.0,18.0,3.0,12.0,2.0,6.0,1,0,0
7,5,2,113.4458,173.84375,32,Female,No,No,Never,20.0,80.0,31.0,31.0,19.0,19.0,,,2,4,14.000000000000002,86.0,14.000000000000002,21.0,28.999999999999996,36.0,,,17.0,83.0,,,16.0,22.0,28.000000000000004,34.0,5.999999999999998,6.0,,,17.0,10.0,9.999999999999996,17.0,0.06798033156075615,0.23992250307111485,0.03282429921948109,0.21186866856133393,0.9320196684392439,0.7600774969288852,0.967175700780519,0.7881313314386661,6.0,4.0,10.0,12.0,6.0,18.0,15.0,36.0,9.0,24.0,6.0,12.0,0,1,0
7,5,3,68.78076,166.760742,32,Female,No,No,Never,45.0,55.0,30.0,30.0,21.0,19.0,,,2,4,4.0,96.0,11.0,20.0,30.0,39.0,,,6.0,94.0,,,24.0,25.0,26.0,27.0,41.0,41.0,,,19.0,10.0,9.0,20.0,0.43095635305788527,0.2672396550000657,0.39874489746771774,0.10411213012182327,0.5690436469421147,0.7327603449999343,0.6012551025322823,0.8958878698781767,6.0,4.0,10.0,12.0,6.0,18.0,25.0,54.0,15.0,36.0,10.0,18.0,0,0,1
8,5,1,15.5336914,50.2998047,34,Female,Yes,No,Not Applicable,41.0,59.0,25.0,27.0,23.0,25.0,,,2,4,40.0,60.0,22.0,24.0,26.0,28.000000000000004,,,40.0,60.0,,,22.0,24.0,26.0,28.000000000000004,1.0,1.0,,,3.0,3.0,3.0,3.0000000000000036,0.008650886196158492,0.051025887066311275,0.008650886196158492,0.051025887066311275,0.9913491138038415,0.9489741129336887,0.9913491138038415,0.9489741129336887,3.0,2.0,5.0,12.0,6.0,18.0,5.0,18.0,3.0,12.0,2.0,6.0,1,0,0
8,5,2,4.96630859,107.933594,34,Female,Yes,No,Not Applicable,41.0,59.0,20.0,25.0,25.0,30.0,,,2,4,14.000000000000002,86.0,14.000000000000002,21.0,28.999999999999996,36.0,,,15.0,85.0,,,22.0,24.0,26.0,28.000000000000004,27.0,27.0,,,5.999999999999998,4.0,3.9999999999999964,6.0,0.2611102029685469,0.09019283166923378,0.24956046125742443,0.027143239954915514,0.7388897970314531,0.9098071683307662,0.7504395387425755,0.9728567600450845,6.0,4.0,10.0,12.0,6.0,18.0,15.0,36.0,9.0,24.0,6.0,12.0,0,1,0
8,5,3,27.6835938,30.5498047,34,Female,Yes,No,Not Applicable,42.0,58.0,10.0,25.0,30.0,35.0,,,2,4,4.0,96.0,11.0,20.0,30.0,39.0,,,15.0,85.0,,,23.0,24.0,26.0,27.0,38.0,38.0,,,1.0,5.0,0.0,4.0,0.4076006151718904,0.05440511258003073,0.2579291182984152,0.15433557936499853,0.5923993848281096,0.9455948874199692,0.7420708817015849,0.8456644206350015,6.0,4.0,10.0,12.0,6.0,18.0,25.0,54.0,15.0,36.0,10.0,18.0,0,0,1
9,5,1,22.5166016,56.55005,34,Male,Yes,No,Not Applicable,39.0,61.0,10.0,20.0,29.0,41.0,,,2,4,40.0,60.0,22.0,24.0,26.0,28.000000000000004,,,40.0,60.0,,,22.0,24.0,26.0,28.000000000000004,1.0,1.0,,,12.0,4.0,3.0,12.999999999999996,0.008687014087790244,0.16560385004100098,0.008687014087790244,0.16560385004100098,0.9913129859122097,0.834396149958999,0.9913129859122097,0.834396149958999,3.0,2.0,5.0,12.0,6.0,18.0,5.0,18.0,3.0,12.0,2.0,6.0,1,0,0
9,5,2,10.916748,123.6001,34,Male,Yes,No,Not Applicable,29.0,71.0,4.0,13.0,31.0,52.0,,,2,4,14.000000000000002,86.0,14.000000000000002,21.0,28.999999999999996,36.0,,,14.000000000000002,86.0,,,19.0,23.0,27.0,31.0,14.999999999999998,15.0,,,10.000000000000002,8.0,2.0000000000000036,16.0,0.1563711950543205,0.19714520275524025,0.1563711950543205,0.26242015610354563,0.8436288049456795,0.8028547972447597,0.8436288049456795,0.7375798438964544,6.0,4.0,10.0,12.0,6.0,18.0,15.0,36.0,9.0,24.0,6.0,12.0,0,1,0
9,5,3,32.2334,121.016846,34,Male,Yes,No,Not Applicable,8.0,92.0,3.0,6.0,21.0,70.0,,,2,4,4.0,96.0,11.0,20.0,30.0,39.0,,,9.0,91.0,,,12.0,21.0,28.999999999999996,38.0,4.0,4.0,,,8.0,14.0,9.0,31.0,0.07217499229049072,0.29019535020333026,0.015231303468813401,0.3033815140431551,0.9278250077095093,0.7098046497966697,0.9847686965311866,0.696618485956845,6.0,4.0,10.0,12.0,6.0,18.0,25.0,54.0,15.0,36.0,10.0,18.0,0,0,1
10,5,1,14.4663086,120.26709,23,Female,No,No,Not Applicable,40.0,60.0,22.0,24.0,26.0,28.0,,,2,4,40.0,60.0,22.0,24.0,26.0,28.000000000000004,,,40.0,60.0,,,22.0,24.0,26.0,28.000000000000004,0.0,0.0,,,0.0,0.0,0.0,3.552713678800501e-15,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,3.0,2.0,5.0,12.0,6.0,18.0,5.0,18.0,3.0,12.0,2.0,6.0,1,0,0
10,5,2,15.1166992,26.48291,23,Female,No,No,Not Applicable,29.0,71.0,14.0,22.0,29.0,35.0,,,2,4,14.000000000000002,86.0,14.000000000000002,21.0,28.999999999999996,36.0,,,14.000000000000002,86.0,,,19.0,23.0,27.0,31.0,14.999999999999998,15.0,,,1.7763568394002505e-15,1.0,3.552713678800501e-15,1.0,0.1563711950543205,0.011605428977194061,0.1563711950543205,0.06289404221381123,0.8436288049456795,0.9883945710228059,0.8436288049456795,0.9371059577861888,6.0,4.0,10.0,12.0,6.0,18.0,15.0,36.0,9.0,24.0,6.0,12.0,0,1,0
10,5,3,6.76660156,14.6503906,23,Female,No,No,Not Applicable,18.0,82.0,12.0,21.0,29.0,38.0,,,2,4,4.0,96.0,11.0,20.0,30.0,39.0,,,9.0,91.0,,,15.0,22.0,28.000000000000004,35.0,14.0,14.0,,,1.0,1.0,1.0,1.0,0.19680279662438918,0.01878345531254388,0.1127808879229908,0.042387356320212066,0.8031972033756108,0.9812165446874561,0.8872191120770092,0.9576126436797879,6.0,4.0,10.0,12.0,6.0,18.0,25.0,54.0,15.0,36.0,10.0,18.0,0,0,1
11,5,1,53.1499023,37.9501953,22,Female,No,Yes,Sometimes,47.0,53.0,10.0,20.0,30.0,40.0,,,2,4,40.0,60.0,22.0,24.0,26.0,28.000000000000004,,,40.0,60.0,,,24.0,25.0,25.0,26.0,7.0,7.0,,,12.0,4.0,4.0,11.999999999999996,0.059988030512285094,0.16326834608537147,0.059988030512285094,0.1893819504232412,0.9400119694877149,0.8367316539146286,0.9400119694877149,0.8106180495767588,3.0,2.0,5.0,12.0,6.0,18.0,5.0,18.0,3.0,12.0,2.0,6.0,1,0,0
11,5,2,38.2001953,25.5498047,22,Female,No,Yes,Sometimes,18.0,82.0,10.0,20.0,30.0,40.0,,,2,4,14.000000000000002,86.0,14.000000000000002,21.0,28.999999999999996,36.0,,,18.0,82.0,,,15.0,22.0,28.000000000000004,35.0,3.9999999999999982,4.0,,,4.000000000000002,1.0,1.0000000000000036,4.0,0.04638562228749475,0.057658696978159805,0.0,0.07366635797769763,0.9536143777125052,0.9423413030218402,1.0,0.9263336420223024,6.0,4.0,10.0,12.0,6.0,18.0,15.0,36.0,9.0,24.0,6.0,12.0,0,1,0
11,5,3,20.0668945,2.23339844,22,Female,No,Yes,Sometimes,12.0,88.0,10.0,20.0,30.0,40.0,,,2,4,4.0,96.0,11.0,20.0,30.0,39.0,,,5.0,95.0,,,14.000000000000002,21.0,28.999999999999996,36.0,8.0,8.0,,,1.0,0.0,0.0,1.0,0.1278775313234631,0.014746881138223518,0.10806287538690897,0.05765869697816,0.8721224686765369,0.9852531188617765,0.891937124613091,0.94234130302184,6.0,4.0,10.0,12.0,6.0,18.0,25.0,54.0,15.0,36.0,10.0,18.0,0,0,1
12,5,1,17.2666016,28.199707,34,Female,No,No,Never,40.0,60.0,40.0,30.0,20.0,10.0,,,2,4,40.0,60.0,22.0,24.0,26.0,28.000000000000004,,,40.0,60.0,,,22.0,24.0,26.0,28.000000000000004,0.0,0.0,,,18.0,6.0,6.0,18.000000000000004,0.0,0.23744956071435588,0.0,0.23744956071435588,1.0,0.7625504392856441,1.0,0.7625504392856441,3.0,2.0,5.0,12.0,6.0,18.0,5.0,18.0,3.0,12.0,2.0,6.0,1,0,0
12,5,2,17.3500977,24.6831055,34,Female,No,No,Never,20.0,80.0,10.0,20.0,30.0,40.0,,,2,4,14.000000000000002,86.0,14.000000000000002,21.0,28.999999999999996,36.0,,,14.000000000000002,86.0,,,16.0,22.0,28.000000000000004,34.0,5.999999999999998,6.0,,,4.000000000000002,1.0,1.0000000000000036,4.0,0.06798033156075615,0.057658696978159805,0.06798033156075615,0.0859547362917865,0.9320196684392439,0.9423413030218402,0.9320196684392439,0.9140452637082135,6.0,4.0,10.0,12.0,6.0,18.0,15.0,36.0,9.0,24.0,6.0,12.0,0,1,0
12,5,3,7.70019531,7.783203,34,Female,No,No,Never,20.0,80.0,10.0,20.0,30.0,40.0,,,2,4,4.0,96.0,11.0,20.0,30.0,39.0,,,6.0,94.0,,,16.0,22.0,28.000000000000004,34.0,16.0,16.0,,,1.0,0.0,0.0,1.0,0.2173723149402329,0.014746881138223518,0.1809742468061959,0.0859547362917865,0.7826276850597671,0.9852531188617765,0.8190257531938041,0.9140452637082135,6.0,4.0,10.0,12.0,6.0,18.0,25.0,54.0,15.0,36.0,10.0,18.0,0,0,1
13,5,1,16.75,52.2334,25,Male,Yes,Yes,Sometimes,40.0,60.0,29.0,29.0,13.0,29.0,,,2,4,40.0,60.0,22.0,24.0,26.0,28.000000000000004,,,40.0,60.0,,,22.0,24.0,26.0,28.000000000000004,0.0,0.0,,,7.0,5.0,13.0,0.9999999999999964,0.0,0.14551864404825868,0.0,0.14551864404825868,1.0,0.8544813559517414,1.0,0.8544813559517414,3.0,2.0,5.0,12.0,6.0,18.0,5.0,18.0,3.0,12.0,2.0,6.0,1,0,0
13,5,2,12.0166016,9.299805,25,Male,Yes,Yes,Sometimes,35.0,65.0,30.0,30.0,13.0,27.0,,,2,4,14.000000000000002,86.0,14.000000000000002,21.0,28.999999999999996,36.0,,,14.000000000000002,86.0,,,20.0,23.0,27.0,28.999999999999996,21.0,21.0,,,15.999999999999998,9.0,15.999999999999996,9.0,0.21000777668193796,0.2333114627568928,0.21000777668193796,0.1704012193861847,0.7899922233180621,0.7666885372431071,0.7899922233180621,0.8295987806138153,6.0,4.0,10.0,12.0,6.0,18.0,15.0,36.0,9.0,24.0,6.0,12.0,0,1,0
13,5,3,6.767578,9.699219,25,Male,Yes,Yes,Sometimes,32.0,68.0,31.0,31.0,14.0,24.0,,,2,4,4.0,96.0,11.0,20.0,30.0,39.0,,,12.0,88.0,,,20.0,23.0,27.0,30.0,28.0,28.0,,,20.0,11.0,16.0,15.0,0.32671122160835775,0.28086743918574114,0.20807772936101657,0.17450261631686068,0.6732887783916423,0.7191325608142589,0.7919222706389835,0.8254973836831393,6.0,4.0,10.0,12.0,6.0,18.0,25.0,54.0,15.0,36.0,10.0,18.0,0,0,1
14,5,1,11.1665039,39.1835938,24,Female,Yes,No,Never,40.0,60.0,10.0,20.0,30.0,40.0,,,2,4,40.0,60.0,22.0,24.0,26.0,28.000000000000004,,,40.0,60.0,,,22.0,24.0,26.0,28.000000000000004,0.0,0.0,,,12.0,4.0,4.0,11.999999999999996,0.0,0.16326834608537147,0.0,0.16326834608537147,1.0,0.8367316539146286,1.0,0.8367316539146286,3.0,2.0,5.0,12.0,6.0,18.0,5.0,18.0,3.0,12.0,2.0,6.0,1,0,0
14,5,2,10.6166992,10.7666016,24,Female,Yes,No,Never,25.0,75.0,10.0,20.0,30.0,40.0,,,2,4,14.000000000000002,86.0,14.000000000000002,21.0,28.999999999999996,36.0,,,14.000000000000002,86.0,,,18.0,23.0,27.0,33.0,10.999999999999998,11.0,,,4.000000000000002,1.0,1.0000000000000036,4.0,0.11855885527165515,0.057658696978159805,0.11855885527165515,0.1097061971450346,0.8814411447283449,0.9423413030218402,0.8814411447283449,0.8902938028549654,6.0,4.0,10.0,12.0,6.0,18.0,15.0,36.0,9.0,24.0,6.0,12.0,0,1,0
14,5,3,9.833496,17.7998047,24,Female,Yes,No,Never,20.0,80.0,10.0,20.0,40.0,30.0,,,2,4,4.0,96.0,11.0,20.0,30.0,39.0,,,8.0,92.0,,,16.0,22.0,28.000000000000004,34.0,16.0,16.0,,,1.0,0.0,10.0,9.0,0.2173723149402329,0.09791859474384633,0.14894686669426188,0.11816549638359976,0.7826276850597671,0.9020814052561537,0.8510531333057381,0.8818345036164003,6.0,4.0,10.0,12.0,6.0,18.0,25.0,54.0,15.0,36.0,10.0,18.0,0,0,1
15,5,1,9.333252,151.900146,31,Male,Yes,Yes,Sometimes,40.0,60.0,22.0,24.0,26.0,28.0,,,2,4,40.0,60.0,22.0,24.0,26.0,28.000000000000004,,,40.0,60.0,,,22.0,24.0,26.0,28.000000000000004,0.0,0.0,,,0.0,0.0,0.0,3.552713678800501e-15,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,3.0,2.0,5.0,12.0,6.0,18.0,5.0,18.0,3.0,12.0,2.0,6.0,1,0,0
15,5,2,101.533691,118.3833,31,Male,Yes,Yes,Sometimes,30.0,70.0,19.0,23.0,27.0,31.0,,,2,4,14.000000000000002,86.0,14.000000000000002,21.0,28.999999999999996,36.0,,,14.000000000000002,86.0,,,19.0,23.0,27.0,31.0,15.999999999999998,16.0,,,4.999999999999998,2.0,1.9999999999999964,5.0,0.1655374505216001,0.06837876381460957,0.1655374505216001,0.0,0.8344625494783999,0.9316212361853904,0.8344625494783999,1.0,6.0,4.0,10.0,12.0,6.0,18.0,15.0,36.0,9.0,24.0,6.0,12.0,0,1,0
15,5,3,97.4834,90.3833,31,Male,Yes,Yes,Sometimes,27.0,73.0,16.0,21.0,25.0,38.0,,,2,4,4.0,96.0,11.0,20.0,30.0,39.0,,,10.0,90.0,,,18.0,23.0,27.0,32.0,23.0,23.0,,,5.0,1.0,5.0,1.0,0.28343292921080665,0.0716619709155532,0.18884850154637836,0.053733106890810296,0.7165670707891933,0.9283380290844468,0.8111514984536217,0.9462668931091897,6.0,4.0,10.0,12.0,6.0,18.0,25.0,54.0,15.0,36.0,10.0,18.0,0,0,1
16,5,1,14.7998047,65.84961,22,Male,No,No,Not Applicable,40.0,60.0,18.0,24.0,26.0,32.0,,,2,4,40.0,60.0,22.0,24.0,26.0,28.000000000000004,,,40.0,60.0,,,22.0,24.0,26.0,28.000000000000004,0.0,0.0,,,4.0,0.0,0.0,3.9999999999999964,0.0,0.0490675005267973,0.0,0.0490675005267973,1.0,0.9509324994732027,1.0,0.9509324994732027,3.0,2.0,5.0,12.0,6.0,18.0,5.0,18.0,3.0,12.0,2.0,6.0,1,0,0
16,5,2,6.91601563,28.3671875,22,Male,No,No,Not Applicable,33.0,67.0,12.0,21.0,29.0,38.0,,,2,4,14.000000000000002,86.0,14.000000000000002,21.0,28.999999999999996,36.0,,,14.000000000000002,86.0,,,20.0,23.0,27.0,30.0,19.0,19.0,,,2.0000000000000018,0.0,3.552713678800501e-15,2.0,0.19246692640375798,0.02739368102584443,0.19246692640375798,0.10620116548328082,0.807533073596242,0.9726063189741556,0.807533073596242,0.8937988345167192,6.0,4.0,10.0,12.0,6.0,18.0,15.0,36.0,9.0,24.0,6.0,12.0,0,1,0
16,5,3,9.883789,61.5664063,22,Male,No,No,Not Applicable,23.0,77.0,3.0,7.0,43.0,47.0,,,2,4,4.0,96.0,11.0,20.0,30.0,39.0,,,11.0,89.0,,,17.0,22.0,28.000000000000004,33.0,19.0,19.0,,,8.0,13.0,13.0,8.0,0.24666011789994213,0.22836651871941333,0.13689831222000723,0.2979969485838385,0.7533398821000579,0.7716334812805867,0.8631016877799927,0.7020030514161615,6.0,4.0,10.0,12.0,6.0,18.0,25.0,54.0,15.0,36.0,10.0,18.0,0,0,1
17,5,1,31.8168945,51.6333,24,Female,No,No,Never,40.0,60.0,15.0,25.0,25.0,35.0,,,2,4,40.0,60.0,22.0,24.0,26.0,28.000000000000004,,,40.0,60.0,,,22.0,24.0,26.0,28.000000000000004,0.0,0.0,,,7.0,1.0,1.0,6.9999999999999964,0.0,0.08809527857921982,0.0,0.08809527857921982,1.0,0.9119047214207802,1.0,0.9119047214207802,3.0,2.0,5.0,12.0,6.0,18.0,5.0,18.0,3.0,12.0,2.0,6.0,1,0,0
17,5,2,3.60009766,13.8999023,24,Female,No,No,Never,40.0,60.0,10.0,25.0,25.0,40.0,,,2,4,14.000000000000002,86.0,14.000000000000002,21.0,28.999999999999996,36.0,,,14.000000000000002,86.0,,,22.0,24.0,26.0,28.000000000000004,26.0,26.0,,,4.000000000000002,4.0,3.9999999999999964,4.0,0.252725014906347,0.074169798314997,0.252725014906347,0.15638465945385102,0.747274985093653,0.925830201685003,0.747274985093653,0.843615340546149,6.0,4.0,10.0,12.0,6.0,18.0,15.0,36.0,9.0,24.0,6.0,12.0,0,1,0
17,5,3,13.3168945,20.699707,24,Female,No,No,Never,27.0,73.0,10.0,20.0,25.0,45.0,,,2,4,4.0,96.0,11.0,20.0,30.0,39.0,,,14.000000000000002,86.0,,,18.0,23.0,27.0,32.0,23.0,23.0,,,1.0,0.0,5.0,6.0,0.28343292921080665,0.05797040630116763,0.13771113045589053,0.13170845175734897,0.7165670707891933,0.9420295936988323,0.8622888695441094,0.868291548242651,6.0,4.0,10.0,12.0,6.0,18.0,25.0,54.0,15.0,36.0,10.0,18.0,0,0,1
18,5,1,10.73291,46.61499,24,Male,No,Yes,Never,40.0,60.0,21.0,23.0,27.0,29.0,,,2,4,40.0,60.0,22.0,24.0,26.0,28.000000000000004,,,40.0,60.0,,,22.0,24.0,26.0,28.000000000000004,0.0,0.0,,,1.0,1.0,1.0,0.9999999999999964,0.0,0.017086986438382638,0.0,0.017086986438382638,1.0,0.9829130135616173,1.0,0.9829130135616173,3.0,2.0,5.0,12.0,6.0,18.0,5.0,18.0,3.0,12.0,2.0,6.0,1,0,0
18,5,2,16.4995117,89.39673,24,Male,No,Yes,Never,25.0,75.0,10.0,20.0,30.0,40.0,,,2,4,14.000000000000002,86.0,14.000000000000002,21.0,28.999999999999996,36.0,,,14.000000000000002,86.0,,,18.0,23.0,27.0,33.0,10.999999999999998,11.0,,,4.000000000000002,1.0,1.0000000000000036,4.0,0.11855885527165515,0.057658696978159805,0.11855885527165515,0.1097061971450346,0.8814411447283449,0.9423413030218402,0.8814411447283449,0.8902938028549654,6.0,4.0,10.0,12.0,6.0,18.0,15.0,36.0,9.0,24.0,6.0,12.0,0,1,0
18,5,3,16.8825684,12.8830566,24,Male,No,Yes,Never,13.0,87.0,10.0,20.0,30.0,40.0,,,2,4,4.0,96.0,11.0,20.0,30.0,39.0,,,8.0,92.0,,,14.000000000000002,21.0,28.999999999999996,36.0,9.0,9.0,,,1.0,0.0,0.0,1.0,0.14032572530845838,0.014746881138223518,0.06956329575512059,0.05765869697816,0.8596742746915416,0.9852531188617765,0.9304367042448795,0.94234130302184,6.0,4.0,10.0,12.0,6.0,18.0,25.0,54.0,15.0,36.0,10.0,18.0,0,0,1
19,5,1,44.8334961,54.6333,30,Female,Yes,Yes,Never,45.0,55.0,5.0,15.0,35.0,45.0,,,2,4,40.0,60.0,22.0,24.0,26.0,28.000000000000004,,,40.0,60.0,,,24.0,25.0,26.0,27.0,5.0,5.0,,,17.0,9.0,9.0,16.999999999999996,0.042962057701503034,0.26163372268750745,0.042962057701503034,0.28001739046828944,0.9570379422984969,0.7383662773124926,0.9570379422984969,0.7199826095317106,3.0,2.0,5.0,12.0,6.0,18.0,5.0,18.0,3.0,12.0,2.0,6.0,1,0,0
19,5,2,14.0498047,42.1335449,30,Female,Yes,Yes,Never,30.0,70.0,5.0,10.0,35.0,50.0,,,2,4,14.000000000000002,86.0,14.000000000000002,21.0,28.999999999999996,36.0,,,17.0,83.0,,,19.0,23.0,27.0,31.0,15.999999999999998,16.0,,,9.000000000000002,11.0,6.0000000000000036,14.0,0.1655374505216001,0.20171195950044812,0.13087502047046798,0.2652273081385957,0.8344625494783999,0.7982880404995518,0.869124979529532,0.7347726918614044,6.0,4.0,10.0,12.0,6.0,18.0,15.0,36.0,9.0,24.0,6.0,12.0,0,1,0
19,5,3,13.5334473,22.8000488,30,Female,Yes,Yes,Never,10.0,90.0,5.0,5.0,40.0,50.0,,,2,4,4.0,96.0,11.0,20.0,30.0,39.0,,,10.0,90.0,,,13.0,21.0,28.999999999999996,37.0,6.0,6.0,,,6.0,15.0,10.0,11.0,0.10138914914513926,0.23056926348952025,0.0,0.25466120120760644,0.8986108508548607,0.7694307365104798,1.0,0.7453387987923936,6.0,4.0,10.0,12.0,6.0,18.0,25.0,54.0,15.0,36.0,10.0,18.0,0,0,1
20,5,1,59.0839844,194.866211,20,Female,No,Yes,Never,40.0,60.0,17.0,25.0,23.0,35.0,,,2,4,40.0,60.0,22.0,24.0,26.0,28.000000000000004,,,40.0,60.0,,,22.0,24.0,26.0,28.000000000000004,0.0,0.0,,,5.0,1.0,3.0,6.9999999999999964,0.0,0.07658927161181842,0.0,0.07658927161181842,1.0,0.9234107283881816,1.0,0.9234107283881816,3.0,2.0,5.0,12.0,6.0,18.0,5.0,18.0,3.0,12.0,2.0,6.0,1,0,0
20,5,2,11.3662109,26.5664063,20,Female,No,Yes,Never,27.0,73.0,15.0,20.0,30.0,35.0,,,2,4,14.000000000000002,86.0,14.000000000000002,21.0,28.999999999999996,36.0,,,14.000000000000002,86.0,,,18.0,23.0,27.0,32.0,12.999999999999998,13.0,,,0.9999999999999982,1.0,1.0000000000000036,1.0,0.13771113045589053,0.01800854599427274,0.13771113045589053,0.05286704587031418,0.8622888695441094,0.9819914540057273,0.8622888695441094,0.9471329541296858,6.0,4.0,10.0,12.0,6.0,18.0,15.0,36.0,9.0,24.0,6.0,12.0,0,1,0
20,5,3,6.48339844,28.5166016,20,Female,No,Yes,Never,20.0,80.0,10.0,28.0,30.0,32.0,,,2,4,4.0,96.0,11.0,20.0,30.0,39.0,,,8.0,92.0,,,16.0,22.0,28.000000000000004,34.0,16.0,16.0,,,1.0,8.0,0.0,7.0,0.2173723149402329,0.08658243491233811,0.14894686669426188,0.0900542866671361,0.7826276850597671,0.9134175650876619,0.8510531333057381,0.9099457133328639,6.0,4.0,10.0,12.0,6.0,18.0,25.0,54.0,15.0,36.0,10.0,18.0,0,0,1
21,5,1,67.0166,84.48389,18,Female,No,No,Not Applicable,40.0,60.0,10.0,20.0,30.0,40.0,,,2,4,40.0,60.0,22.0,24.0,26.0,28.000000000000004,,,40.0,60.0,,,22.0,24.0,26.0,28.000000000000004,0.0,0.0,,,12.0,4.0,4.0,11.999999999999996,0.0,0.16326834608537147,0.0,0.16326834608537147,1.0,0.8367316539146286,1.0,0.8367316539146286,3.0,2.0,5.0,12.0,6.0,18.0,5.0,18.0,3.0,12.0,2.0,6.0,1,0,0
