ACC_c,ACC_u,AEWCC_c,AEWCC_u,AMDCC_c,AMDCC_u,CC_c,CC_u,Chosen Urn,DQ_C_o,DQ_C_s,DQ_U_o,DQ_U_s,DV_bayesInExp,DV_seqBall_1,DV_seqBall_2,DV_seqBall_3,EWCC_c,EWCC_u,H_c,H_p,H_r,H_s,JSD_C_priorVpos,JSD_C_rc,JSD_C_rs,JSD_U_ct,JSD_U_priorVpos,JSD_U_rc,JSD_U_rs,JSD_U_rt,JSD_U_st,MDCC_c,MDCC_u,MSE_ff_RvC,MSE_hsi_RvC,MSE_hsi_RvT,MSE_hsi_SvT,MSE_hsi_TvC,MSE_hsi_TvR,MSE_hsi_diff_TvR_TvC,age,bayesFamaliar,bayesInExp,cB_c,cB_r,cB_s,cG_c,cG_r,cG_s,cP_c,cP_r,cP_s,cW_c,cW_r,cW_s,colours,diff_cB,diff_cG,diff_cP,diff_cW,diff_uA,diff_uB,diff_uC,diff_uD,instanceName,instanceSeq,participantID,prior_cB,prior_cG,prior_cP,prior_cW,prior_uA,prior_uB,prior_uC,prior_uD,probSubject,responseTimeColour,responseTimeUrn,seqBall,sex,totalBalls,totalBalls_B,totalBalls_G,totalBalls_P,totalBalls_W,uA_c,uA_r,uA_s,uA_t,uB_c,uB_r,uB_s,uB_t,uC_c,uC_r,uC_s,uC_t,uD_c,uD_r,uD_s,uD_t,urns
12.0,5.0,8.0,3.0,4.0,2.0,12.0,5.0,A,1.0,1.0,1.0,1.0,Yes,1,0,0,8.0,3.0,0.9149263727797277,1.0,0.9149263727797277,0.9149263727797277,0.0893271072066166,0.0,0.0,0.43436722882243617,0.1469295015291196,0.0,0.0,0.43436722882243617,0.43436722882243617,4.0,2.0,0.0,0.0,1089.0,1089.0,1089.0,1089.0,0.0,25,Yes,Sometimes,53.0,53.0,53.0,,,,30.0,30.0,30.0,17.0,17.0,17.0,3,0.0,,0.0,0.0,0.0,0.0,,,3,1,52,45.0,,40.0,15.0,0.5,0.5,,,No,247.024414,156.577881,1,Female,20,9,,8.0,3,67.0,67.0,67.0,100,33.0,33.0,33.0,0,,,,0,,,,0,2
24.0,15.0,16.0,9.0,8.0,6.0,12.0,10.0,A,0.9543978790986636,0.9663467377384852,0.8777437136230444,0.8761866298027284,Yes,0,1,0,8.0,6.0,0.5328350630342235,0.9149263727797277,0.7780113035465377,0.5293608652873644,0.129324372156824,0.0456021209013363,0.0336532622615147,0.2518502306729828,0.2153879503421533,0.1222562863769556,0.1238133701972716,0.35469705557200026,0.2505284145776563,4.0,4.0,11.0,110.5,529.0,144.0,156.5,529.0,372.5,25,Yes,Sometimes,63.0,59.0,57.99999999999999,,,,17.0,21.0,24.0,19.0,20.0,18.0,3,4.0,,4.0,1.0,10.0,11.0,,,3,1,52,53.0,,30.0,17.0,67.0,33.0,,,No,90.54663,357.420654,2,Female,20,9,,8.0,3,87.0,77.0,88.0,100,12.0,23.0,12.0,0,,,,0,,,,0,2
36.0,25.0,24.0,15.0,12.0,10.0,12.0,10.0,A,0.9268115131434528,0.9724379948384342,0.8248009083134539,0.8945652198468415,Yes,0,0,1,8.0,6.0,0.24229218908241482,0.5328350630342235,0.6343095546405662,0.4021791902022729,0.0625009068795022,0.0731884868565472,0.0275620051615657,0.1424585834571342,0.1294119953390801,0.1751990916865461,0.1054347801531585,0.29158945948368914,0.20298422101552233,4.0,4.0,24.0,144.0,256.0,64.0,16.0,256.0,240.0,25,Yes,Sometimes,68.0,62.0,62.0,,,,12.0,18.0,20.0,20.0,20.0,18.0,3,6.0,,6.0,0.0,12.0,12.0,,,3,1,52,63.0,,17.0,19.0,87.0,12.0,,,No,73.14746,132.061768,3,Female,20,9,,8.0,3,96.0,84.0,92.0,100,4.0,16.0,8.0,0,,,,0,,,,0,2
12.0,5.0,8.0,3.0,4.0,2.0,12.0,5.0,A,0.9063613765124964,0.9063613765124964,1.0,1.0,No,1,0,0,8.0,3.0,0.9149263727797277,1.0,0.9149263727797277,0.9149263727797277,0.0893271072066166,0.0936386234875034,0.0936386234875034,0.43436722882243617,0.1469295015291196,0.0,0.0,0.43436722882243617,0.43436722882243617,4.0,2.0,62.0,0.0,1089.0,1089.0,1089.0,1089.0,0.0,22,Yes,Never,53.0,42.0,53.0,,,,30.0,37.0,30.0,17.0,21.0,17.0,3,11.0,,7.0,4.0,0.0,0.0,,,3,3,53,45.0,,40.0,15.0,0.5,0.5,,,Yes,121.700195,64.6333,1,Male,20,9,,8.0,3,67.0,67.0,67.0,100,33.0,33.0,33.0,0,,,,0,,,,0,2
24.0,15.0,16.0,9.0,8.0,6.0,12.0,10.0,A,0.8098215711621506,0.8580063044697619,0.9084800807145862,0.906913617788623,No,0,1,0,8.0,6.0,0.5328350630342235,0.9149263727797277,0.7219280948873623,0.5293608652873644,0.129324372156824,0.1901784288378494,0.1419936955302381,0.2518502306729828,0.2153879503421533,0.0915199192854137,0.093086382211377,0.3286815269308577,0.2505284145776563,4.0,4.0,228.33333333333337,56.5,400.0,144.0,156.5,400.0,243.5,22,Yes,Never,63.0,45.0,60.0,,,,17.0,36.0,22.0,19.0,19.0,18.0,3,18.0,,19.0,0.0,7.0,8.0,,,3,3,53,53.0,,30.0,17.0,67.0,33.0,,,Yes,21.8835449,29.833252,2,Male,20,9,,8.0,3,87.0,80.0,88.0,100,12.0,20.0,12.0,0,,,,0,,,,0,2
36.0,25.0,24.0,15.0,12.0,10.0,12.0,10.0,A,0.763839958413253,0.8450342424398534,0.8360600680496799,0.8903004997449111,No,0,0,1,8.0,6.0,0.24229218908241482,0.5328350630342235,0.6098403047164005,0.36592365090022316,0.0625009068795022,0.2361600415867469,0.1549657575601466,0.1424585834571342,0.1294119953390801,0.16393993195032,0.1096995002550888,0.28176478092248636,0.1895149099382401,4.0,4.0,312.6666666666667,121.0,225.0,49.00000000000001,16.0,225.0,209.0,22,Yes,Never,68.0,48.0,62.0,,,,12.0,35.0,19.0,20.0,17.0,18.0,3,20.0,,23.0,3.0,11.0,11.0,,,3,3,53,63.0,,17.0,19.0,87.0,12.0,,,Yes,39.06665,14.7497559,3,Male,20,9,,8.0,3,96.0,85.0,93.0,100,4.0,15.0,7.000000000000001,0,,,,0,,,,0,2
12.0,5.0,8.0,3.0,4.0,2.0,12.0,5.0,A,0.8899714480229688,0.8899714480229688,0.9910026400149228,0.9910026400149228,No,1,0,0,8.0,3.0,0.9149263727797277,1.0,0.92481870497303,0.9149263727797277,0.0893271072066166,0.1100285519770312,0.1100285519770312,0.43436722882243617,0.1469295015291196,0.008997359985077,0.008997359985077,0.44192242108508634,0.43436722882243617,4.0,2.0,52.666666666666664,1.0,1156.0,1089.0,1089.0,1156.0,67.0,36,No,Not Applicable,53.0,50.0,53.0,,,,30.0,40.0,30.0,17.0,10.0,17.0,3,3.0,,10.0,7.0,1.0,1.0,,,3,5,54,45.0,,40.0,15.0,0.5,0.5,,,No,72.08057,47.16504,1,Female,20,9,,8.0,3,67.0,66.0,67.0,100,33.0,34.0,33.0,0,,,,0,,,,0,2
24.0,15.0,16.0,9.0,8.0,6.0,12.0,10.0,A,0.6989070362405312,0.7485776590409501,0.9084800807145862,0.91965738424055,No,0,1,0,8.0,6.0,0.5328350630342235,0.9149263727797277,0.7219280948873623,0.557438185027989,0.129324372156824,0.3010929637594687,0.2514223409590499,0.2518502306729828,0.2153879503421533,0.0915199192854137,0.0803426157594499,0.3286815269308577,0.2612703496124632,4.0,4.0,566.3333333333334,56.5,400.0,169.0,156.5,400.0,243.5,36,No,Not Applicable,63.0,40.0,60.0,,,,17.0,50.0,22.0,19.0,10.0,18.0,3,23.0,,33.0,9.0,7.0,8.0,,,3,5,54,53.0,,30.0,17.0,67.0,33.0,,,No,22.6323242,40.5986328,2,Female,20,9,,8.0,3,87.0,80.0,87.0,100,12.0,20.0,13.0,0,,,,0,,,,0,2
36.0,25.0,24.0,15.0,12.0,10.0,12.0,10.0,A,0.6796098214566614,0.7598878819410897,0.8360600680496799,0.8903004997449111,No,0,0,1,8.0,6.0,0.24229218908241482,0.5328350630342235,0.6098403047164005,0.36592365090022316,0.0625009068795022,0.3203901785433386,0.2401121180589102,0.1424585834571342,0.1294119953390801,0.16393993195032,0.1096995002550888,0.28176478092248636,0.1895149099382401,4.0,4.0,572.6666666666666,121.0,225.0,49.00000000000001,16.0,225.0,209.0,36,No,Not Applicable,68.0,45.0,62.0,,,,12.0,45.0,19.0,20.0,10.0,18.0,3,23.0,,33.0,10.0,11.0,11.0,,,3,5,54,63.0,,17.0,19.0,87.0,12.0,,,No,19.7661133,22.9995117,3,Female,20,9,,8.0,3,96.0,85.0,93.0,100,4.0,15.0,7.000000000000001,0,,,,0,,,,0,2
12.0,5.0,8.0,3.0,4.0,2.0,12.0,5.0,A,0.8635837880621009,0.8635837880621009,1.0,1.0,Yes,1,0,0,8.0,3.0,0.9149263727797277,1.0,0.9149263727797277,0.9149263727797277,0.0893271072066166,0.1364162119378991,0.1364162119378991,0.43436722882243617,0.1469295015291196,0.0,0.0,0.43436722882243617,0.43436722882243617,4.0,2.0,66.66666666666667,0.0,1089.0,1089.0,1089.0,1089.0,0.0,35,Yes,Sometimes,53.0,63.0,53.0,,,,30.0,30.0,30.0,17.0,7.0,17.0,3,10.0,,0.0,10.0,0.0,0.0,,,3,2,55,45.0,,40.0,15.0,0.5,0.5,,,Yes,242.650635,107.18335,1,Female,20,9,,8.0,3,67.0,67.0,67.0,100,33.0,33.0,33.0,0,,,,0,,,,0,2
24.0,15.0,16.0,9.0,8.0,6.0,12.0,10.0,A,0.873735713383144,0.9034852233331556,0.8297189835338574,0.8281795793171989,Yes,0,1,0,8.0,6.0,0.5328350630342235,0.9149263727797277,0.8554508105601307,0.5293608652873644,0.129324372156824,0.126264286616856,0.0965147766668442,0.2518502306729828,0.2153879503421533,0.1702810164661426,0.1718204206828011,0.39561775284078265,0.2505284145776563,4.0,4.0,49.666666666666664,240.5,784.0,144.0,156.5,784.0,627.5,35,Yes,Sometimes,63.0,65.0,56.00000000000001,,,,17.0,25.0,27.0,19.0,10.0,17.0,3,2.0,,8.0,9.0,15.0,16.0,,,3,2,55,53.0,,30.0,17.0,67.0,33.0,,,Yes,57.4169922,17.7001953,2,Female,20,9,,8.0,3,87.0,72.0,88.0,100,12.0,28.0,12.0,0,,,,0,,,,0,2
36.0,25.0,24.0,15.0,12.0,10.0,12.0,10.0,A,0.8601970505784875,0.948622497504744,0.7346702269193857,0.8300618464489193,Yes,0,0,1,8.0,6.0,0.24229218908241482,0.5328350630342235,0.8112781244591328,0.46899559358928117,0.0625009068795022,0.1398029494215125,0.0513775024952559,0.1424585834571342,0.1294119953390801,0.2653297730806143,0.1699381535510806,0.3713830650016636,0.22781387210026416,4.0,4.0,72.0,441.0,625.0,100.0,16.0,625.0,609.0,35,Yes,Sometimes,68.0,62.0,56.99999999999999,,,,12.0,24.0,25.0,20.0,14.0,18.0,3,6.0,,12.0,6.0,21.0,21.0,,,3,2,55,63.0,,17.0,19.0,87.0,12.0,,,Yes,24.7001953,19.1333,3,Female,20,9,,8.0,3,96.0,75.0,90.0,100,4.0,25.0,10.0,0,,,,0,,,,0,2
12.0,5.0,8.0,3.0,4.0,2.0,12.0,5.0,A,0.9095239322483504,0.9095239322483504,0.9910026400149228,0.9910026400149228,No,1,0,0,8.0,3.0,0.9149263727797277,1.0,0.92481870497303,0.9149263727797277,0.0893271072066166,0.0904760677516495,0.0904760677516495,0.43436722882243617,0.1469295015291196,0.008997359985077,0.008997359985077,0.44192242108508634,0.43436722882243617,4.0,2.0,32.666666666666664,1.0,1156.0,1089.0,1089.0,1156.0,67.0,21,Yes,Never,53.0,60.0,53.0,,,,30.0,30.0,30.0,17.0,10.0,17.0,3,7.0,,0.0,7.0,1.0,1.0,,,3,4,56,45.0,,40.0,15.0,0.5,0.5,,,Yes,61.1167,31.5332031,1,Female,20,9,,8.0,3,67.0,66.0,67.0,100,33.0,34.0,33.0,0,,,,0,,,,0,2
24.0,15.0,16.0,9.0,8.0,6.0,12.0,10.0,A,0.9133065912474913,0.9570087318587096,0.8113823299548759,0.8223277244348299,No,0,1,0,8.0,6.0,0.5328350630342235,0.9149263727797277,0.8812908992306927,0.557438185027989,0.129324372156824,0.0866934087525087,0.0429912681412905,0.2518502306729828,0.2153879503421533,0.1886176700451241,0.17767227556517,0.4113330221378465,0.2612703496124632,4.0,4.0,29.666666666666668,306.5,900.0,169.0,156.5,900.0,743.5,21,Yes,Never,63.0,60.0,55.00000000000001,,,,17.0,25.0,28.000000000000004,19.0,15.0,17.0,3,3.0,,8.0,4.0,17.0,18.0,,,3,4,56,53.0,,30.0,17.0,67.0,33.0,,,Yes,31.1171875,24.34961,2,Female,20,9,,8.0,3,87.0,70.0,87.0,100,12.0,30.0,13.0,0,,,,0,,,,0,2
36.0,25.0,24.0,15.0,12.0,10.0,12.0,10.0,A,0.8279971948825101,1.0,0.6903013810368769,0.7969910083780897,No,0,0,1,8.0,6.0,0.24229218908241482,0.5328350630342235,0.8812908992306927,0.499915958164528,0.0625009068795022,0.1720028051174899,0.0,0.1424585834571342,0.1294119953390801,0.3096986189631231,0.2030089916219103,0.4113330221378465,0.23939586625189585,4.0,4.0,144.66666666666666,676.0,900.0,121.0,16.0,900.0,884.0,21,Yes,Never,68.0,55.0,55.00000000000001,,,,12.0,28.0,28.000000000000004,20.0,17.0,17.0,3,13.0,,16.0,3.0,26.0,26.0,,,3,4,56,63.0,,17.0,19.0,87.0,12.0,,,Yes,63.8334961,22.3334961,3,Female,20,9,,8.0,3,96.0,70.0,89.0,100,4.0,30.0,11.0,0,,,,0,,,,0,2
12.0,5.0,8.0,3.0,4.0,2.0,12.0,5.0,A,0.7829188882740226,0.7829188882740226,1.0,1.0,No,1,0,0,8.0,3.0,0.9149263727797277,1.0,0.9149263727797277,0.9149263727797277,0.0893271072066166,0.2170811117259774,0.2170811117259774,0.43436722882243617,0.1469295015291196,0.0,0.0,0.43436722882243617,0.43436722882243617,4.0,2.0,232.66666666666663,0.0,1089.0,1089.0,1089.0,1089.0,0.0,22,Yes,Never,53.0,70.0,53.0,,,,30.0,10.0,30.0,17.0,20.0,17.0,3,17.0,,20.0,3.0,0.0,0.0,,,3,11,57,45.0,,40.0,15.0,0.5,0.5,,,No,17.1665039,12.7333984,1,Female,20,9,,8.0,3,67.0,67.0,67.0,100,33.0,33.0,33.0,0,,,,0,,,,0,2
24.0,15.0,16.0,9.0,8.0,6.0,12.0,10.0,A,0.5301282607947635,0.8721045668856504,0.4291588334652819,0.4278226246292917,No,0,1,0,8.0,6.0,0.5328350630342235,0.9149263727797277,0.7950402793845223,0.5293608652873644,0.129324372156824,0.4698717392052364,0.1278954331143495,0.2518502306729828,0.2153879503421533,0.5708411665347181,0.5721773753707082,0.7486800935874004,0.2505284145776563,4.0,4.0,1579.6666666666667,4032.5,5776.0,144.0,156.5,5776.0,5619.5,22,Yes,Never,63.0,20.0,32.0,,,,17.0,70.0,56.00000000000001,19.0,10.0,12.0,3,43.0,,53.0,9.0,63.0,64.0,,,3,11,57,53.0,,30.0,17.0,67.0,33.0,,,No,37.3334961,28.2832031,2,Female,20,9,,8.0,3,87.0,24.0,88.0,100,12.0,76.0,12.0,0,,,,0,,,,0,2
36.0,25.0,24.0,15.0,12.0,10.0,12.0,10.0,A,0.5495080484617596,0.7390547806238503,0.6483829526525103,0.8877740265174194,No,0,0,1,8.0,6.0,0.24229218908241482,0.5328350630342235,0.9340680553754911,0.9988455359952018,0.0625009068795022,0.4504919515382404,0.2609452193761496,0.1424585834571342,0.1294119953390801,0.3516170473474896,0.1122259734825806,0.44942386159260844,0.5437071926937526,4.0,4.0,1382.0,961.0,1225.0,2304.0,16.0,1225.0,1209.0,22,Yes,Never,68.0,27.0,52.0,,,,12.0,61.0,31.0,20.0,12.0,17.0,3,41.0,,49.0,8.0,31.0,31.0,,,3,11,57,63.0,,17.0,19.0,87.0,12.0,,,No,58.0834961,20.0166016,3,Female,20,9,,8.0,3,96.0,65.0,52.0,100,4.0,35.0,48.0,0,,,,0,,,,0,2
12.0,5.0,8.0,3.0,4.0,2.0,12.0,5.0,A,0.8929382133693508,0.8929382133693508,1.0,1.0,No,1,0,0,8.0,3.0,0.9149263727797277,1.0,0.9149263727797277,0.9149263727797277,0.0893271072066166,0.1070617866306492,0.1070617866306492,0.43436722882243617,0.1469295015291196,0.0,0.0,0.43436722882243617,0.43436722882243617,4.0,2.0,82.66666666666667,0.0,1089.0,1089.0,1089.0,1089.0,0.0,24,Yes,Never,53.0,43.0,53.0,,,,30.0,42.0,30.0,17.0,15.0,17.0,3,10.0,,12.0,2.0,0.0,0.0,,,3,1,58,45.0,,40.0,15.0,0.5,0.5,,,Yes,176.967041,90.2666,1,Female,20,9,,8.0,3,67.0,67.0,67.0,100,33.0,33.0,33.0,0,,,,0,,,,0,2
24.0,15.0,16.0,9.0,8.0,6.0,12.0,10.0,A,0.6582116839040444,0.6896940828466462,0.9411406173196994,0.9395663732844696,No,0,1,0,8.0,6.0,0.5328350630342235,0.9149263727797277,0.6577047787442195,0.5293608652873644,0.129324372156824,0.3417883160959556,0.3103059171533538,0.2518502306729828,0.2153879503421533,0.0588593826803005,0.0604336267155304,0.3011712251634229,0.2505284145776563,4.0,4.0,757.6666666666666,20.5,289.0,144.0,156.5,289.0,132.5,24,Yes,Never,63.0,36.0,61.0,,,,17.0,55.0,20.0,19.0,9.0,18.0,3,27.0,,38.0,10.0,4.0,5.0,,,3,1,58,53.0,,30.0,17.0,67.0,33.0,,,Yes,203.383545,83.2666,2,Female,20,9,,8.0,3,87.0,83.0,88.0,100,12.0,17.0,12.0,0,,,,0,,,,0,2
36.0,25.0,24.0,15.0,12.0,10.0,12.0,10.0,A,0.6508726929186783,0.7356454353428437,0.7726742894154904,0.8088740453679442,No,0,0,1,8.0,6.0,0.24229218908241482,0.5328350630342235,0.7414827399312738,0.3274449191544763,0.0625009068795022,0.3491273070813216,0.2643545646571563,0.1424585834571342,0.1294119953390801,0.2273257105845096,0.1911259546320558,0.33750017743078076,0.17512680621292143,4.0,4.0,402.6666666666667,289.0,441.0,36.0,16.0,441.0,425.0,24,Yes,Never,68.0,58.0,59.0,,,,12.0,40.0,23.0,20.0,2.0,18.0,3,10.0,,28.0,18.0,17.0,17.0,,,3,1,58,63.0,,17.0,19.0,87.0,12.0,,,Yes,167.06665,98.0668945,3,Female,20,9,,8.0,3,96.0,79.0,94.0,100,4.0,21.0,6.0,0,,,,0,,,,0,2
12.0,5.0,8.0,3.0,4.0,2.0,12.0,5.0,A,0.914781266556911,0.914781266556911,1.0,1.0,No,1,0,0,8.0,3.0,0.9149263727797277,1.0,0.9149263727797277,0.9149263727797277,0.0893271072066166,0.0852187334430889,0.0852187334430889,0.43436722882243617,0.1469295015291196,0.0,0.0,0.43436722882243617,0.43436722882243617,4.0,2.0,54.0,0.0,1089.0,1089.0,1089.0,1089.0,0.0,27,No,Never,53.0,44.0,53.0,,,,30.0,39.0,30.0,17.0,17.0,17.0,3,9.0,,9.0,0.0,0.0,0.0,,,3,2,59,45.0,,40.0,15.0,0.5,0.5,,,Yes,60.80005,23.583252,1,Male,20,9,,8.0,3,67.0,67.0,67.0,100,33.0,33.0,33.0,0,,,,0,,,,0,2
24.0,15.0,16.0,9.0,8.0,6.0,12.0,10.0,A,0.8001461696771032,0.8707072548968549,0.8777437136230444,0.8761866298027284,No,0,1,0,8.0,6.0,0.5328350630342235,0.9149263727797277,0.7780113035465377,0.5293608652873644,0.129324372156824,0.1998538303228968,0.1292927451031452,0.2518502306729828,0.2153879503421533,0.1222562863769556,0.1238133701972716,0.35469705557200026,0.2505284145776563,4.0,4.0,230.33333333333337,110.5,529.0,144.0,156.5,529.0,372.5,27,No,Never,63.0,48.0,57.99999999999999,,,,17.0,38.0,24.0,19.0,14.0,18.0,3,15.0,,21.0,5.0,10.0,11.0,,,3,2,59,53.0,,30.0,17.0,67.0,33.0,,,Yes,21.5500488,61.5834961,2,Male,20,9,,8.0,3,87.0,77.0,88.0,100,12.0,23.0,12.0,0,,,,0,,,,0,2
36.0,25.0,24.0,15.0,12.0,10.0,12.0,10.0,A,0.7478470965951975,0.8502242219456321,0.7927952014996772,0.8615527716644185,No,0,0,1,8.0,6.0,0.24229218908241482,0.5328350630342235,0.7014714598838974,0.4021791902022729,0.0625009068795022,0.2521529034048024,0.1497757780543679,0.1424585834571342,0.1294119953390801,0.2072047985003228,0.1384472283355814,0.31969801101247813,0.20298422101552233,4.0,4.0,332.6666666666667,225.0,361.0,64.0,16.0,361.0,345.0,27,No,Never,68.0,50.0,60.0,,,,12.0,37.0,21.0,20.0,13.0,18.0,3,18.0,,25.0,7.0,15.0,15.0,,,3,2,59,63.0,,17.0,19.0,87.0,12.0,,,Yes,20.56665,16.3334961,3,Male,20,9,,8.0,3,96.0,81.0,92.0,100,4.0,19.0,8.0,0,,,,0,,,,0,2
12.0,5.0,8.0,3.0,4.0,2.0,12.0,5.0,A,0.8541031975232511,0.8859063557887499,0.8868711800925033,0.8868711800925033,No,1,0,0,8.0,3.0,0.9149263727797277,1.0,0.9953784388202258,0.9149263727797277,0.0893271072066166,0.1458968024767489,0.1140936442112501,0.43436722882243617,0.1469295015291196,0.1131288199074966,0.1131288199074966,0.5294545156445687,0.43436722882243617,4.0,2.0,146.0,169.0,2116.0,1089.0,1089.0,2116.0,1027.0,21,No,Not Applicable,53.0,36.0,47.0,,,,30.0,40.0,38.0,17.0,24.0,15.0,3,17.0,,10.0,7.0,13.0,13.0,,,3,12,60,45.0,,40.0,15.0,0.5,0.5,,,No,49.5166,28.6499023,1,Female,20,9,,8.0,3,67.0,54.0,67.0,100,33.0,46.0,33.0,0,,,,0,,,,0,2
24.0,15.0,16.0,9.0,8.0,6.0,12.0,10.0,A,0.747495207871232,0.8673006874259398,0.7331181905902078,0.8218737383887286,No,0,1,0,8.0,6.0,0.5328350630342235,0.9149263727797277,0.9647995485050873,0.7219280948873623,0.129324372156824,0.252504792128768,0.1326993125740602,0.2518502306729828,0.2153879503421533,0.2668818094097922,0.1781262616112714,0.4789727507507876,0.3286815269308577,4.0,4.0,427.6666666666667,702.5,1521.0,400.0,156.5,1521.0,1364.5,21,No,Not Applicable,63.0,36.0,51.0,,,,17.0,40.0,33.0,19.0,24.0,16.0,3,27.0,,23.0,5.0,26.0,27.0,,,3,12,60,53.0,,30.0,17.0,67.0,33.0,,,No,3.50048828,11.8330078,2,Female,20,9,,8.0,3,87.0,61.0,80.0,100,12.0,39.0,20.0,0,,,,0,,,,0,2
36.0,25.0,24.0,15.0,12.0,10.0,12.0,10.0,A,0.7316208162358451,0.8730956030431486,0.6160910122957584,0.7673098420701215,No,0,0,1,8.0,6.0,0.24229218908241482,0.5328350630342235,0.9647995485050873,0.6098403047164005,0.0625009068795022,0.2683791837641549,0.1269043969568513,0.1424585834571342,0.1294119953390801,0.3839089877042417,0.2326901579298785,0.4789727507507876,0.28176478092248636,4.0,4.0,458.0,1225.0,1521.0,225.0,16.0,1521.0,1505.0,21,No,Not Applicable,68.0,39.0,51.0,,,,12.0,34.0,33.0,20.0,27.0,16.0,3,29.0,,22.0,7.0,35.0,35.0,,,3,12,60,63.0,,17.0,19.0,87.0,12.0,,,No,18.1000977,5.95019531,3,Female,20,9,,8.0,3,96.0,61.0,85.0,100,4.0,39.0,15.0,0,,,,0,,,,0,2
12.0,5.0,8.0,3.0,4.0,2.0,12.0,5.0,A,0.9880408975711072,0.9880408975711072,1.0,1.0,Yes,1,0,0,8.0,3.0,0.9149263727797277,1.0,0.9149263727797277,0.9149263727797277,0.0893271072066166,0.0119591024288927,0.0119591024288927,0.43436722882243617,0.1469295015291196,0.0,0.0,0.43436722882243617,0.43436722882243617,4.0,2.0,0.6666666666666666,0.0,1089.0,1089.0,1089.0,1089.0,0.0,33,Yes,Sometimes,53.0,54.0,53.0,,,,30.0,30.0,30.0,17.0,16.0,17.0,3,1.0,,0.0,1.0,0.0,0.0,,,3,1,61,45.0,,40.0,15.0,0.5,0.5,,,Yes,90.0668945,170.68335,1,Male,20,9,,8.0,3,67.0,67.0,67.0,100,33.0,33.0,33.0,0,,,,0,,,,0,2
24.0,15.0,16.0,9.0,8.0,6.0,12.0,10.0,A,0.9754727132927296,0.9769353478073064,0.998419433281205,1.0,Yes,0,1,0,8.0,6.0,0.5328350630342235,0.9149263727797277,0.5293608652873644,0.5293608652873644,0.129324372156824,0.0245272867072702,0.0230646521926936,0.2518502306729828,0.2153879503421533,0.001580566718795,0.0,0.2505284145776563,0.2505284145776563,4.0,4.0,3.0,0.5,144.0,144.0,156.5,144.0,-12.5,33,Yes,Sometimes,63.0,65.0,64.0,,,,17.0,18.0,17.0,19.0,17.0,19.0,3,2.0,,1.0,2.0,1.0,0.0,,,3,1,61,53.0,,30.0,17.0,67.0,33.0,,,Yes,100.233643,66.41675,2,Male,20,9,,8.0,3,87.0,88.0,88.0,100,12.0,12.0,12.0,0,,,,0,,,,0,2
36.0,25.0,24.0,15.0,12.0,10.0,12.0,10.0,A,0.648634849828502,0.648634849828502,1.0,1.0,Yes,0,0,1,8.0,6.0,0.24229218908241482,0.5328350630342235,0.24229218908241482,0.24229218908241482,0.0625009068795022,0.351365150171498,0.351365150171498,0.1424585834571342,0.1294119953390801,0.0,0.0,0.1424585834571342,0.1424585834571342,4.0,4.0,732.6666666666666,0.0,16.0,16.0,16.0,16.0,0.0,33,Yes,Sometimes,68.0,41.0,68.0,,,,12.0,49.0,12.0,20.0,10.0,20.0,3,27.0,,37.0,10.0,0.0,0.0,,,3,1,61,63.0,,17.0,19.0,87.0,12.0,,,Yes,179.317139,53.3667,3,Male,20,9,,8.0,3,96.0,96.0,96.0,100,4.0,4.0,4.0,0,,,,0,,,,0,2
12.0,5.0,8.0,3.0,4.0,2.0,12.0,5.0,A,0.8560656451947063,0.8560656451947063,0.9910026400149228,0.9910026400149228,No,1,0,0,8.0,3.0,0.9149263727797277,1.0,0.92481870497303,0.9149263727797277,0.0893271072066166,0.1439343548052937,0.1439343548052937,0.43436722882243617,0.1469295015291196,0.008997359985077,0.008997359985077,0.44192242108508634,0.43436722882243617,4.0,2.0,92.66666666666669,1.0,1156.0,1089.0,1089.0,1156.0,67.0,22,No,Not Applicable,53.0,50.0,53.0,,,,30.0,20.0,30.0,17.0,30.0,17.0,3,3.0,,10.0,13.0,1.0,1.0,,,3,10,62,45.0,,40.0,15.0,0.5,0.5,,,No,38.7167969,34.1499023,1,Male,20,9,,8.0,3,67.0,66.0,67.0,100,33.0,34.0,33.0,0,,,,0,,,,0,2
24.0,15.0,16.0,9.0,8.0,6.0,12.0,10.0,A,0.5301282607947635,0.6059653862417151,0.8581125374165524,0.8691821681102445,No,0,1,0,8.0,6.0,0.5328350630342235,0.9149263727797277,0.8112781244591328,0.557438185027989,0.129324372156824,0.4698717392052364,0.3940346137582849,0.2518502306729828,0.2153879503421533,0.1418874625834476,0.1308178318897555,0.3713830650016636,0.2612703496124632,4.0,4.0,1579.6666666666667,156.5,625.0,169.0,156.5,625.0,468.5,22,No,Not Applicable,63.0,20.0,56.99999999999999,,,,17.0,70.0,25.0,19.0,10.0,18.0,3,43.0,,53.0,9.0,12.0,13.0,,,3,10,62,53.0,,30.0,17.0,67.0,33.0,,,No,17.6167,13.8168945,2,Male,20,9,,8.0,3,87.0,75.0,87.0,100,12.0,25.0,13.0,0,,,,0,,,,0,2
